customer_id,product_id,location_id,sale_date,quantity,unit_price,discount_percent,tax_amount,total_amount,payment_method,order_status
67,192,47,2025-12-30,2,305.58,17.74,40.22,542.96,Bank Transfer,Cancelled
817,95,33,2025-04-08,2,140.19,19.28,18.11,244.43,Credit Card,Completed
798,118,53,2024-11-07,7,49.55,4.89,26.39,356.28,Debit Card,Refunded
565,4,35,2025-10-08,1,297.58,8.33,21.82,294.61,Credit Card,Pending
599,159,66,2024-08-13,7,473.78,7.96,244.2,3296.67,Bank Transfer,Pending
252,146,50,2024-01-29,2,378.67,3.93,58.21,785.78,Credit Card,Pending
534,76,13,2024-08-17,8,229.63,13.7,126.83,1712.19,Credit Card,Pending
277,199,88,2025-12-20,3,439.99,13.26,91.6,1236.54,PayPal,Pending
317,142,11,2024-07-13,8,321.25,9.08,186.93,2523.58,Debit Card,Pending
745,13,77,2025-05-14,2,247.93,6.39,37.13,501.31,Bank Transfer,Cancelled
749,170,87,2024-03-19,6,440.6,0.95,209.48,2827.96,Debit Card,Refunded
451,55,96,2025-03-03,9,215.34,12.96,134.95,1821.84,Credit Card,Cancelled
464,89,16,2024-03-10,2,77.81,15.21,10.56,142.51,Cash,Completed
382,179,3,2025-10-31,4,459.04,3.93,141.12,1905.12,Credit Card,Pending
1000,14,97,2025-11-08,2,238.66,5.37,36.14,487.82,Credit Card,Pending
76,19,18,2024-05-10,8,112.96,10.64,64.6,872.13,Bank Transfer,Completed
779,197,49,2024-03-09,3,31.96,0.4,7.64,103.14,Cash,Pending
611,154,8,2024-10-23,10,103.52,17.07,68.68,927.17,Bank Transfer,Completed
443,196,63,2024-05-20,1,298.6,14.19,20.5,276.73,Cash,Completed
731,160,12,2025-10-23,9,311.0,7.25,207.69,2803.76,Credit Card,Refunded
992,179,4,2025-01-31,3,397.92,11.06,84.94,1146.67,Debit Card,Cancelled
44,198,96,2025-12-30,9,478.94,13.34,298.84,4034.28,Credit Card,Cancelled
903,81,43,2025-11-26,8,255.78,11.37,145.09,1958.67,Credit Card,Cancelled
187,186,47,2024-01-19,6,301.85,18.31,118.36,1597.85,Cash,Completed
936,144,20,2025-06-16,1,239.61,1.86,18.81,253.97,Debit Card,Cancelled
257,18,30,2025-09-17,5,244.77,19.68,78.64,1061.64,Bank Transfer,Refunded
334,96,54,2025-05-26,7,478.06,16.97,222.28,3000.82,Cash,Refunded
246,163,44,2025-05-04,5,240.95,17.09,79.91,1078.77,Debit Card,Completed
102,178,2,2025-02-13,3,156.67,19.56,30.25,408.32,Debit Card,Pending
773,195,54,2025-09-07,1,73.4,10.59,5.25,70.88,Credit Card,Completed
942,35,23,2025-02-25,1,445.12,2.89,34.58,466.84,Bank Transfer,Pending
522,27,75,2025-11-30,8,47.42,2.57,29.57,399.18,Bank Transfer,Refunded
850,125,18,2024-05-04,7,417.18,5.0,221.94,2996.19,PayPal,Pending
401,169,95,2024-09-11,3,486.87,9.06,106.26,1434.54,PayPal,Refunded
468,164,37,2025-12-09,9,488.84,9.6,318.18,4295.38,Debit Card,Pending
320,57,53,2024-04-02,6,68.76,3.49,31.85,430.01,Debit Card,Cancelled
725,151,26,2024-10-18,10,481.37,13.85,331.76,4478.76,PayPal,Cancelled
652,108,73,2025-06-06,9,179.46,4.95,122.82,1658.01,Debit Card,Cancelled
404,189,81,2024-09-15,8,369.7,8.43,216.66,2924.94,Bank Transfer,Completed
387,93,91,2025-06-10,3,187.2,14.86,38.25,516.4,Bank Transfer,Pending
402,50,34,2025-08-21,9,135.84,14.76,83.37,1125.48,PayPal,Cancelled
450,3,91,2025-09-30,9,326.23,15.78,197.82,2670.58,Cash,Refunded
712,112,31,2025-11-16,9,199.18,17.61,118.16,1595.09,Cash,Pending
159,103,16,2024-06-12,9,491.61,15.92,297.61,4017.72,Credit Card,Pending
893,96,53,2025-06-11,4,141.6,8.25,41.57,561.25,Credit Card,Cancelled
261,133,37,2025-01-30,9,443.53,12.94,278.02,3753.25,PayPal,Pending
133,73,85,2025-11-03,8,309.93,0.92,196.53,2653.16,Cash,Pending
598,106,90,2025-08-10,1,63.93,4.41,4.89,66.0,PayPal,Cancelled
759,175,9,2024-10-15,4,459.38,18.98,119.1,1607.86,Bank Transfer,Cancelled
712,27,12,2025-02-26,2,99.57,17.81,13.09,176.77,Cash,Pending
582,180,98,2025-08-31,2,299.84,19.78,38.49,519.55,Bank Transfer,Pending
390,187,1,2025-03-07,8,19.31,5.95,11.62,156.91,PayPal,Completed
601,39,62,2024-09-26,7,367.46,7.87,189.58,2559.37,PayPal,Pending
686,15,69,2025-12-24,7,191.8,2.19,105.06,1418.25,PayPal,Cancelled
94,6,3,2025-05-02,3,98.77,5.57,22.38,302.19,Cash,Refunded
220,17,45,2024-08-27,10,363.69,6.95,270.73,3654.87,PayPal,Cancelled
622,15,57,2025-07-20,5,484.52,0.08,193.65,2614.31,Cash,Cancelled
810,17,91,2024-04-30,9,255.49,12.3,161.33,2177.91,Credit Card,Cancelled
991,76,37,2024-03-16,6,467.77,7.84,206.93,2793.51,Cash,Refunded
298,156,85,2024-10-09,1,252.75,10.64,18.07,243.93,Credit Card,Refunded
892,32,18,2025-01-03,3,182.87,4.01,42.13,568.74,PayPal,Pending
798,187,62,2024-03-29,9,141.51,7.2,94.55,1276.44,Bank Transfer,Pending
971,103,48,2025-08-26,3,381.23,9.94,82.4,1112.41,Debit Card,Pending
958,146,55,2024-04-07,10,297.83,7.54,220.3,2974.04,Debit Card,Completed
892,71,47,2025-06-04,10,373.99,9.98,269.33,3635.99,Cash,Cancelled
853,79,78,2024-03-11,5,110.89,7.12,41.2,556.17,Cash,Refunded
910,34,18,2024-07-16,4,396.66,17.1,105.23,1420.55,PayPal,Cancelled
895,179,41,2024-03-12,8,499.27,4.33,305.7,4126.91,Cash,Cancelled
165,26,39,2025-12-27,9,96.79,5.99,65.51,884.44,Debit Card,Completed
446,1,57,2024-08-31,3,239.57,9.87,51.82,699.6,Cash,Completed
94,137,99,2024-08-01,3,226.03,4.04,52.06,702.75,Bank Transfer,Cancelled
846,101,72,2024-08-11,1,346.51,8.17,25.46,343.66,Cash,Cancelled
173,72,77,2025-03-02,6,495.36,0.02,237.73,3209.29,PayPal,Pending
222,91,88,2025-02-12,2,310.74,0.96,49.24,664.75,Debit Card,Cancelled
266,68,10,2024-10-26,4,189.82,13.8,52.36,706.86,Debit Card,Refunded
425,199,53,2024-12-01,5,226.08,12.74,78.91,1065.3,PayPal,Cancelled
693,194,61,2024-03-01,4,332.05,10.29,95.32,1286.85,Credit Card,Refunded
928,184,78,2024-12-18,10,288.28,15.71,194.39,2624.31,Credit Card,Refunded
735,196,27,2025-09-28,1,187.96,17.66,12.38,167.15,Debit Card,Cancelled
721,155,30,2024-12-13,5,183.25,16.6,61.13,825.28,Cash,Completed
70,25,28,2024-10-10,4,499.52,18.79,129.81,1752.45,Cash,Completed
862,26,89,2025-11-27,10,497.04,18.93,322.36,4351.86,Cash,Refunded
934,37,18,2025-04-28,4,115.32,9.93,33.24,448.71,Cash,Cancelled
243,165,76,2025-03-28,7,191.92,11.28,95.35,1287.25,Cash,Pending
508,115,46,2026-01-04,1,288.67,8.82,21.06,284.27,Debit Card,Refunded
998,189,57,2024-03-03,6,233.88,7.46,103.89,1402.48,PayPal,Cancelled
757,19,45,2024-06-13,2,28.24,2.09,4.42,59.72,Bank Transfer,Pending
855,82,83,2025-12-22,10,150.91,16.62,100.66,1358.95,Cash,Cancelled
869,119,39,2025-03-16,4,218.75,18.43,57.1,770.84,PayPal,Completed
926,61,20,2024-10-10,10,215.23,5.65,162.46,2193.15,Cash,Pending
284,94,5,2025-03-20,9,188.34,12.2,119.06,1607.32,Debit Card,Pending
540,196,7,2025-10-22,2,232.69,9.05,33.86,457.12,Debit Card,Pending
466,197,58,2025-02-02,9,449.57,12.86,282.06,3807.86,Credit Card,Refunded
512,134,53,2025-05-27,8,497.03,5.7,299.97,4049.56,Credit Card,Completed
67,87,16,2025-12-21,4,277.03,18.39,72.35,976.68,Credit Card,Cancelled
160,13,31,2024-04-28,5,34.29,7.94,12.63,170.46,Bank Transfer,Cancelled
238,39,52,2024-03-07,8,284.47,3.24,176.16,2378.19,Debit Card,Refunded
686,10,26,2025-01-12,8,490.46,14.86,267.25,3607.87,Debit Card,Pending
340,183,86,2024-03-07,10,304.73,13.96,209.75,2831.65,Credit Card,Pending
636,183,48,2024-03-25,1,193.83,16.63,12.93,174.52,Credit Card,Completed
852,79,26,2024-08-17,10,317.38,2.76,246.9,3333.1,Credit Card,Refunded
93,8,43,2025-11-26,5,465.2,10.45,166.63,2249.57,Bank Transfer,Cancelled
442,45,39,2025-05-18,1,188.68,4.12,14.47,195.38,Credit Card,Completed
674,37,15,2025-09-04,3,308.4,0.88,73.36,990.42,PayPal,Completed
809,188,63,2025-10-12,1,53.72,9.18,3.9,52.69,Credit Card,Completed
668,78,90,2024-09-18,2,71.76,10.61,10.26,138.56,PayPal,Pending
471,90,28,2024-07-08,8,372.58,4.91,226.74,3061.03,Bank Transfer,Cancelled
317,55,41,2025-09-24,7,114.53,19.24,51.8,699.26,Cash,Pending
970,131,50,2025-07-28,5,361.53,4.18,138.57,1870.66,Bank Transfer,Completed
772,187,84,2024-08-19,9,32.16,16.55,19.32,260.86,Debit Card,Cancelled
736,185,82,2025-09-17,2,159.09,3.53,24.56,331.5,Cash,Cancelled
918,40,13,2025-05-22,1,420.57,1.3,33.21,448.31,Credit Card,Refunded
405,87,15,2025-03-02,2,28.76,17.02,3.82,51.55,Bank Transfer,Pending
730,19,87,2024-11-01,8,49.23,7.51,29.14,393.4,PayPal,Refunded
524,39,67,2025-12-08,4,351.31,6.1,105.56,1425.08,Bank Transfer,Completed
701,198,93,2024-11-29,9,215.66,9.23,140.94,1902.73,Bank Transfer,Pending
62,157,35,2025-08-20,3,445.16,8.5,97.76,1319.72,PayPal,Pending
647,167,28,2025-09-14,7,173.56,19.66,78.09,1054.15,Debit Card,Pending
147,155,71,2024-05-11,3,73.33,15.06,14.95,201.81,Cash,Completed
856,10,80,2024-04-01,10,267.63,14.02,184.09,2485.17,Bank Transfer,Completed
398,151,89,2024-09-24,9,274.48,2.12,193.44,2611.39,Bank Transfer,Pending
787,113,55,2025-08-18,9,123.26,11.33,78.69,1062.34,PayPal,Completed
1,93,24,2026-01-25,1,131.8,17.57,8.69,117.33,PayPal,Pending
844,20,99,2025-07-19,9,379.8,6.16,256.61,3464.25,Cash,Completed
427,72,95,2026-01-13,3,157.92,12.03,33.34,450.11,Bank Transfer,Cancelled
320,102,87,2025-11-06,5,60.53,16.35,20.25,273.42,Bank Transfer,Completed
330,131,25,2025-11-29,7,387.24,4.63,206.81,2791.99,Debit Card,Pending
321,179,51,2024-07-03,10,312.71,18.87,202.96,2739.98,Bank Transfer,Refunded
955,48,50,2024-10-17,4,193.7,8.28,56.85,767.5,Credit Card,Refunded
106,3,82,2024-01-04,9,318.88,9.22,208.43,2813.74,Debit Card,Completed
70,44,76,2024-04-24,7,291.0,1.04,161.27,2177.08,PayPal,Refunded
336,60,51,2025-04-25,6,243.68,10.27,104.95,1416.88,PayPal,Refunded
627,141,50,2026-02-04,2,336.84,8.29,49.43,667.26,PayPal,Pending
667,161,97,2025-03-23,9,283.14,8.61,186.31,2515.16,Debit Card,Completed
740,86,53,2025-01-19,1,357.83,0.72,28.42,383.67,Credit Card,Refunded
295,131,3,2026-01-17,7,336.14,18.77,152.91,2064.23,Cash,Completed
510,168,94,2024-03-10,2,121.28,2.63,18.89,255.08,Debit Card,Refunded
4,194,31,2024-05-05,4,109.57,16.6,29.24,394.77,Bank Transfer,Refunded
981,116,59,2024-03-08,6,390.3,12.25,164.39,2219.32,Debit Card,Refunded
447,183,54,2025-08-30,7,197.7,6.2,103.85,1401.95,Cash,Completed
814,179,55,2025-04-14,1,427.94,10.05,30.79,415.73,Debit Card,Completed
527,52,62,2024-10-06,3,163.5,11.93,34.56,466.54,Debit Card,Pending
709,44,55,2024-05-10,3,11.87,13.1,2.48,33.42,Debit Card,Refunded
372,2,69,2025-12-26,1,369.92,1.99,29.0,391.56,Bank Transfer,Completed
691,186,11,2024-10-22,4,406.02,15.43,109.88,1483.36,PayPal,Cancelled
821,91,48,2024-09-10,2,188.68,4.03,28.97,391.12,Cash,Cancelled
836,12,16,2024-12-31,2,395.91,16.25,53.05,716.2,PayPal,Cancelled
276,102,12,2024-06-06,9,409.14,10.32,264.18,3566.43,Bank Transfer,Refunded
820,161,34,2024-07-24,8,354.69,13.24,196.95,2658.78,Debit Card,Completed
903,119,86,2025-06-14,6,237.22,12.84,99.25,1339.81,Bank Transfer,Cancelled
24,148,47,2025-10-10,6,309.72,6.35,139.23,1879.54,PayPal,Completed
105,35,90,2024-06-05,8,276.68,9.64,160.01,2160.07,PayPal,Cancelled
318,60,16,2025-12-18,2,454.62,8.97,66.21,893.9,Credit Card,Completed
592,164,34,2025-02-08,5,430.15,9.6,155.54,2099.82,Cash,Cancelled
543,181,63,2024-08-17,1,269.11,17.56,17.75,239.6,Credit Card,Refunded
684,101,16,2025-04-07,1,494.14,3.18,38.27,516.7,Debit Card,Refunded
186,189,47,2024-04-27,7,118.96,2.88,64.7,873.44,PayPal,Cancelled
131,168,66,2025-12-07,3,410.66,5.72,92.92,1254.43,Bank Transfer,Refunded
435,181,20,2024-02-08,3,485.79,18.41,95.13,1284.19,PayPal,Pending
684,8,86,2024-10-11,3,59.83,8.56,13.13,177.26,Credit Card,Cancelled
132,109,65,2025-09-21,1,397.83,9.96,28.66,386.86,PayPal,Pending
557,182,33,2024-08-30,2,428.22,16.17,57.44,775.39,PayPal,Cancelled
491,185,44,2025-04-01,10,440.99,19.85,282.76,3817.3,Debit Card,Completed
603,95,94,2024-03-31,1,73.69,11.57,5.21,70.38,Bank Transfer,Pending
745,117,26,2024-09-19,9,398.84,10.2,257.87,3481.3,PayPal,Completed
532,75,91,2024-09-11,5,479.82,6.59,179.28,2420.28,Credit Card,Refunded
632,5,60,2024-03-14,8,128.52,8.09,75.6,1020.58,Cash,Pending
962,42,39,2024-10-20,3,14.56,18.93,2.83,38.24,Debit Card,Pending
768,131,100,2024-09-20,10,137.34,9.98,98.91,1335.24,Debit Card,Pending
968,116,48,2024-04-24,8,127.19,18.27,66.53,898.15,Bank Transfer,Completed
567,179,88,2024-12-07,5,91.67,11.47,32.46,438.24,PayPal,Cancelled
678,46,5,2025-02-16,8,157.54,3.44,97.36,1314.32,Credit Card,Refunded
512,101,89,2024-03-13,2,420.2,18.27,54.95,741.81,Cash,Refunded
703,128,83,2024-07-12,5,410.4,14.18,140.88,1901.91,Credit Card,Pending
